vector,occurrence_id,source_type,location_type,polygon_admin,latitude,longitude,year,country,country_id,gaul_ad0,status
Aedes aegypti,4065,published,Less than 100 km,Less than 100km,20.3,106.27,2007,Viet Nam,VNM,1011447,
Aedes aegypti,4064,published,point,-999,20.07,-97.04,2007,Mexico,MEX,1006344,
Aedes aegypti,4063,published,point,-999,19.38,105.74,2007,Viet Nam,VNM,1011447,
Aedes aegypti,4070,published,Less than 25km,Less than 25km,20.97,-89.63,2007,Mexico,MEX,1006344,
Aedes aegypti,3746,published,polygon,,-22.18,-49.98,2007,Brazil,BRA,37,
Aedes aegypti,4052,published,point,-999,18.52,-88.34,2007,Mexico,MEX,1006344,
Aedes albopictus,35225,unpublished,point,-999,22.74,120.29,2007,Taiwan,TWN,886,
Aedes albopictus,35091,unpublished,point,-999,23.19,120.11,2007,Taiwan,TWN,886,
Aedes albopictus,35092,unpublished,point,-999,23.28,120.12,2007,Taiwan,TWN,886,
Aedes albopictus,35093,unpublished,point,-999,22.95,120.24,2007,Taiwan,TWN,886,
Aedes albopictus,35094,unpublished,point,-999,22.92,120.22,2007,Taiwan,TWN,886,
Aedes albopictus,35095,unpublished,point,-999,22.92,120.21,2007,Taiwan,TWN,886,
Aedes albopictus,35096,unpublished,point,-999,22.93,120.24,2007,Taiwan,TWN,886,
Aedes albopictus,35097,unpublished,point,-999,22.98,120.21,2007,Taiwan,TWN,886,
Aedes albopictus,35090,unpublished,point,-999,23.55,119.6,2007,Taiwan,TWN,886,
Aedes albopictus,35098,unpublished,point,-999,23.13,120.1,2007,Taiwan,TWN,886,
Aedes albopictus,35100,unpublished,point,-999,23.14,120.13,2007,Taiwan,TWN,886,
Aedes albopictus,35101,unpublished,point,-999,22.91,120.24,2007,Taiwan,TWN,886,
Aedes albopictus,35102,unpublished,point,-999,23.01,120.22,2007,Taiwan,TWN,886,
Aedes albopictus,35103,unpublished,point,-999,23.04,120.2,2007,Taiwan,TWN,886,
Aedes albopictus,35104,unpublished,point,-999,23.0,120.28,2007,Taiwan,TWN,886,
Aedes albopictus,35105,unpublished,point,-999,23.2,120.19,2007,Taiwan,TWN,886,
Aedes albopictus,35106,unpublished,point,-999,23.21,120.19,2007,Taiwan,TWN,886,
Aedes albopictus,35099,unpublished,point,-999,22.95,120.22,2007,Taiwan,TWN,886,
Aedes albopictus,35107,unpublished,point,-999,22.97,120.31,2007,Taiwan,TWN,886,
Aedes albopictus,35089,unpublished,point,-999,23.01,120.13,2007,Taiwan,TWN,886,
Aedes albopictus,35087,unpublished,point,-999,23.29,120.16,2007,Taiwan,TWN,886,
Aedes albopictus,35071,unpublished,point,-999,23.01,120.27,2007,Taiwan,TWN,886,
Aedes albopictus,35072,unpublished,point,-999,23.02,120.28,2007,Taiwan,TWN,886,
Aedes albopictus,35073,unpublished,point,-999,23.26,120.19,2007,Taiwan,TWN,886,
Aedes albopictus,35074,unpublished,point,-999,23.24,120.26,2007,Taiwan,TWN,886,
Aedes albopictus,35075,unpublished,point,-999,23.25,120.27,2007,Taiwan,TWN,886,
Aedes albopictus,35076,unpublished,point,-999,23.01,120.25,2007,Taiwan,TWN,886,
Aedes albopictus,35077,unpublished,point,-999,23.0,120.24,2007,Taiwan,TWN,886,
Aedes albopictus,35088,unpublished,point,-999,22.97,120.25,2007,Taiwan,TWN,886,
Aedes albopictus,35078,unpublished,point,-999,22.99,120.22,2007,Taiwan,TWN,886,
Aedes albopictus,35080,unpublished,point,-999,23.01,120.25,2007,Taiwan,TWN,886,
Aedes albopictus,35081,unpublished,point,-999,23.01,120.24,2007,Taiwan,TWN,886,
Aedes albopictus,35082,unpublished,point,-999,23.23,120.18,2007,Taiwan,TWN,886,
Aedes albopictus,35083,unpublished,point,-999,23.27,120.13,2007,Taiwan,TWN,886,
Aedes albopictus,35084,unpublished,point,-999,23.24,120.13,2007,Taiwan,TWN,886,
Aedes albopictus,35085,unpublished,point,-999,23.24,120.11,2007,Taiwan,TWN,886,
Aedes albopictus,35086,unpublished,point,-999,23.29,120.15,2007,Taiwan,TWN,886,
Aedes albopictus,35079,unpublished,point,-999,23.06,120.21,2007,Taiwan,TWN,886,
Aedes albopictus,35108,unpublished,point,-999,23.08,120.2,2007,Taiwan,TWN,886,
Aedes albopictus,35109,unpublished,point,-999,22.99,120.2,2007,Taiwan,TWN,886,
Aedes albopictus,35110,unpublished,point,-999,23.19,120.2,2007,Taiwan,TWN,886,
Aedes albopictus,35132,unpublished,point,-999,23.07,120.21,2007,Taiwan,TWN,886,
Aedes albopictus,35133,unpublished,point,-999,23.05,120.3,2007,Taiwan,TWN,886,
Aedes albopictus,35134,unpublished,point,-999,23.05,120.29,2007,Taiwan,TWN,886,
Aedes albopictus,35135,unpublished,point,-999,23.11,120.22,2007,Taiwan,TWN,886,
Aedes albopictus,35136,unpublished,point,-999,22.61,120.36,2007,Taiwan,TWN,886,
Aedes albopictus,35137,unpublished,point,-999,23.04,120.32,2007,Taiwan,TWN,886,
Aedes albopictus,35138,unpublished,point,-999,23.13,120.46,2007,Taiwan,TWN,886,
Aedes albopictus,35131,unpublished,point,-999,22.67,120.3,2007,Taiwan,TWN,886,
Aedes albopictus,35311,unpublished,point,-999,22.61,120.39,2007,Taiwan,TWN,886,
Aedes albopictus,35309,unpublished,point,-999,22.78,120.47,2007,Taiwan,TWN,886,
Aedes albopictus,35308,unpublished,point,-999,22.87,120.64,2007,Taiwan,TWN,886,
Aedes albopictus,35307,unpublished,point,-999,22.85,120.62,2007,Taiwan,TWN,886,
Aedes albopictus,35306,unpublished,point,-999,22.84,120.61,2007,Taiwan,TWN,886,
Aedes albopictus,35305,unpublished,point,-999,22.82,120.61,2007,Taiwan,TWN,886,
Aedes albopictus,35304,unpublished,point,-999,22.74,120.52,2007,Taiwan,TWN,886,
Aedes albopictus,35303,unpublished,point,-999,22.76,120.55,2007,Taiwan,TWN,886,
Aedes albopictus,35310,unpublished,point,-999,22.83,120.49,2007,Taiwan,TWN,886,
Aedes albopictus,35130,unpublished,point,-999,22.97,120.38,2007,Taiwan,TWN,886,
Aedes albopictus,35129,unpublished,point,-999,23.18,120.25,2007,Taiwan,TWN,886,
Aedes albopictus,35128,unpublished,point,-999,22.91,120.34,2007,Taiwan,TWN,886,
Aedes albopictus,35111,unpublished,point,-999,23.17,120.18,2007,Taiwan,TWN,886,
Aedes albopictus,35112,unpublished,point,-999,23.19,120.18,2007,Taiwan,TWN,886,
Aedes albopictus,35113,unpublished,point,-999,22.97,120.29,2007,Taiwan,TWN,886,
Aedes albopictus,35114,unpublished,point,-999,23.13,120.21,2007,Taiwan,TWN,886,
Aedes albopictus,35115,unpublished,point,-999,23.12,120.22,2007,Taiwan,TWN,886,
Aedes albopictus,35116,unpublished,point,-999,23.13,120.2,2007,Taiwan,TWN,886,
Aedes albopictus,35117,unpublished,point,-999,22.67,120.51,2007,Taiwan,TWN,886,
Aedes albopictus,35118,unpublished,point,-999,23.14,120.25,2007,Taiwan,TWN,886,
Aedes albopictus,35119,unpublished,point,-999,23.15,120.23,2007,Taiwan,TWN,886,
Aedes albopictus,35120,unpublished,point,-999,23.0,120.31,2007,Taiwan,TWN,886,
Aedes albopictus,35121,unpublished,point,-999,23.19,120.28,2007,Taiwan,TWN,886,
Aedes albopictus,35122,unpublished,point,-999,23.19,120.22,2007,Taiwan,TWN,886,
Aedes albopictus,35123,unpublished,point,-999,22.96,120.33,2007,Taiwan,TWN,886,
Aedes albopictus,35124,unpublished,point,-999,23.18,120.22,2007,Taiwan,TWN,886,
Aedes albopictus,35125,unpublished,point,-999,22.96,120.32,2007,Taiwan,TWN,886,
Aedes albopictus,35126,unpublished,point,-999,22.9,120.35,2007,Taiwan,TWN,886,
Aedes albopictus,35127,unpublished,point,-999,23.57,119.58,2007,Taiwan,TWN,886,
Aedes albopictus,35070,unpublished,point,-999,23.0,120.22,2007,Taiwan,TWN,886,
Aedes albopictus,35302,unpublished,point,-999,22.76,120.58,2007,Taiwan,TWN,886,
Aedes albopictus,35069,unpublished,point,-999,23.21,120.26,2007,Taiwan,TWN,886,
Aedes albopictus,35067,unpublished,point,-999,23.0,120.21,2007,Taiwan,TWN,886,
Aedes albopictus,35010,unpublished,point,-999,23.38,120.44,2007,Taiwan,TWN,886,
Aedes albopictus,35011,unpublished,point,-999,23.13,120.37,2007,Taiwan,TWN,886,
Aedes albopictus,35142,unpublished,point,-999,23.04,120.3,2007,Taiwan,TWN,886,
Aedes albopictus,35013,unpublished,point,-999,23.11,120.36,2007,Taiwan,TWN,886,
Aedes albopictus,35014,unpublished,point,-999,23.57,119.6,2007,Taiwan,TWN,886,
Aedes albopictus,35015,unpublished,point,-999,23.35,120.39,2007,Taiwan,TWN,886,
Aedes albopictus,35016,unpublished,point,-999,23.34,120.43,2007,Taiwan,TWN,886,
Aedes albopictus,35009,unpublished,point,-999,23.35,120.46,2007,Taiwan,TWN,886,
Aedes albopictus,35017,unpublished,point,-999,23.39,120.4,2007,Taiwan,TWN,886,
Aedes albopictus,35019,unpublished,point,-999,23.09,120.38,2007,Taiwan,TWN,886,
Aedes albopictus,35020,unpublished,point,-999,23.08,120.36,2007,Taiwan,TWN,886,
Aedes albopictus,35021,unpublished,point,-999,23.57,119.59,2007,Taiwan,TWN,886,
Aedes albopictus,35022,unpublished,point,-999,23.57,119.59,2007,Taiwan,TWN,886,
Aedes albopictus,35023,unpublished,point,-999,23.38,120.36,2007,Taiwan,TWN,886,
Aedes albopictus,35024,unpublished,point,-999,23.37,120.36,2007,Taiwan,TWN,886,
Aedes albopictus,35025,unpublished,point,-999,23.08,120.31,2007,Taiwan,TWN,886,
Aedes albopictus,35018,unpublished,point,-999,23.15,120.38,2007,Taiwan,TWN,886,
Aedes albopictus,35026,unpublished,point,-999,23.38,120.34,2007,Taiwan,TWN,886,
Aedes albopictus,35008,unpublished,point,-999,23.11,120.39,2007,Taiwan,TWN,886,
Aedes albopictus,35006,unpublished,point,-999,23.17,120.43,2007,Taiwan,TWN,886,
Aedes albopictus,34990,unpublished,point,-999,23.05,120.2,2007,Taiwan,TWN,886,
Aedes albopictus,34991,unpublished,point,-999,23.45,120.44,2007,Taiwan,TWN,886,
Aedes albopictus,34992,unpublished,point,-999,23.28,120.36,2007,Taiwan,TWN,886,
Aedes albopictus,34993,unpublished,point,-999,23.06,120.41,2007,Taiwan,TWN,886,
Aedes albopictus,34994,unpublished,point,-999,23.02,120.4,2007,Taiwan,TWN,886,
Aedes albopictus,34995,unpublished,point,-999,23.22,120.35,2007,Taiwan,TWN,886,
Aedes albopictus,34996,unpublished,point,-999,23.05,120.4,2007,Taiwan,TWN,886,
Aedes albopictus,35007,unpublished,point,-999,23.12,120.42,2007,Taiwan,TWN,886,
Aedes albopictus,34997,unpublished,point,-999,23.05,120.42,2007,Taiwan,TWN,886,
Aedes albopictus,34999,unpublished,point,-999,22.99,120.42,2007,Taiwan,TWN,886,
Aedes albopictus,35000,unpublished,point,-999,23.27,120.33,2007,Taiwan,TWN,886,
Aedes albopictus,35001,unpublished,point,-999,23.27,120.29,2007,Taiwan,TWN,886,
Aedes albopictus,35002,unpublished,point,-999,23.25,120.44,2007,Taiwan,TWN,886,
Aedes albopictus,35003,unpublished,point,-999,23.07,120.39,2007,Taiwan,TWN,886,
Aedes albopictus,35004,unpublished,point,-999,23.06,120.42,2007,Taiwan,TWN,886,
Aedes albopictus,35005,unpublished,point,-999,23.32,120.4,2007,Taiwan,TWN,886,
Aedes albopictus,34998,unpublished,point,-999,22.99,120.44,2007,Taiwan,TWN,886,
Aedes albopictus,35027,unpublished,point,-999,23.1,120.31,2007,Taiwan,TWN,886,
Aedes albopictus,35028,unpublished,point,-999,23.07,120.33,2007,Taiwan,TWN,886,
Aedes albopictus,35029,unpublished,point,-999,23.06,120.3,2007,Taiwan,TWN,886,
Aedes albopictus,35051,unpublished,point,-999,23.01,120.24,2007,Taiwan,TWN,886,
Aedes albopictus,35052,unpublished,point,-999,23.03,120.25,2007,Taiwan,TWN,886,
Aedes albopictus,35053,unpublished,point,-999,23.47,120.42,2007,Taiwan,TWN,886,
Aedes albopictus,35054,unpublished,point,-999,23.3,120.31,2007,Taiwan,TWN,886,
Aedes albopictus,35055,unpublished,point,-999,23.02,120.23,2007,Taiwan,TWN,886,
Aedes albopictus,35056,unpublished,point,-999,23.01,120.23,2007,Taiwan,TWN,886,
Aedes albopictus,35057,unpublished,point,-999,23.27,120.24,2007,Taiwan,TWN,886,
Aedes albopictus,35050,unpublished,point,-999,23.03,120.26,2007,Taiwan,TWN,886,
Aedes albopictus,35058,unpublished,point,-999,23.26,120.24,2007,Taiwan,TWN,886,
Aedes albopictus,35060,unpublished,point,-999,23.03,120.28,2007,Taiwan,TWN,886,
Aedes albopictus,35061,unpublished,point,-999,23.29,120.26,2007,Taiwan,TWN,886,
Aedes albopictus,35062,unpublished,point,-999,23.27,120.22,2007,Taiwan,TWN,886,
Aedes albopictus,35063,unpublished,point,-999,23.05,120.21,2007,Taiwan,TWN,886,
Aedes albopictus,35064,unpublished,point,-999,24.35,120.75,2007,Taiwan,TWN,886,
Aedes albopictus,35065,unpublished,point,-999,23.32,120.28,2007,Taiwan,TWN,886,
Aedes albopictus,35066,unpublished,point,-999,23.04,120.17,2007,Taiwan,TWN,886,
Aedes albopictus,35059,unpublished,point,-999,23.01,120.23,2007,Taiwan,TWN,886,
Aedes albopictus,35049,unpublished,point,-999,23.31,120.3,2007,Taiwan,TWN,886,
Aedes albopictus,35048,unpublished,point,-999,23.32,120.34,2007,Taiwan,TWN,886,
Aedes albopictus,35047,unpublished,point,-999,23.04,120.2,2007,Taiwan,TWN,886,
Aedes albopictus,35030,unpublished,point,-999,23.57,119.56,2007,Taiwan,TWN,886,
Aedes albopictus,35031,unpublished,point,-999,23.55,119.57,2007,Taiwan,TWN,886,
Aedes albopictus,35032,unpublished,point,-999,23.32,120.32,2007,Taiwan,TWN,886,
Aedes albopictus,35033,unpublished,point,-999,23.08,120.28,2007,Taiwan,TWN,886,
Aedes albopictus,35034,unpublished,point,-999,23.07,120.26,2007,Taiwan,TWN,886,
Aedes albopictus,35035,unpublished,point,-999,23.09,120.26,2007,Taiwan,TWN,886,
Aedes albopictus,35036,unpublished,point,-999,23.3,120.29,2007,Taiwan,TWN,886,
Aedes albopictus,35037,unpublished,point,-999,23.31,120.31,2007,Taiwan,TWN,886,
Aedes albopictus,35038,unpublished,point,-999,23.27,120.27,2007,Taiwan,TWN,886,
Aedes albopictus,35039,unpublished,point,-999,23.04,120.23,2007,Taiwan,TWN,886,
Aedes albopictus,35040,unpublished,point,-999,23.04,120.24,2007,Taiwan,TWN,886,
Aedes albopictus,35041,unpublished,point,-999,23.03,120.23,2007,Taiwan,TWN,886,
Aedes albopictus,35042,unpublished,point,-999,23.32,120.32,2007,Taiwan,TWN,886,
Aedes albopictus,35043,unpublished,point,-999,23.31,120.28,2007,Taiwan,TWN,886,
Aedes albopictus,35044,unpublished,point,-999,23.04,120.26,2007,Taiwan,TWN,886,
Aedes albopictus,35045,unpublished,point,-999,23.05,120.26,2007,Taiwan,TWN,886,
Aedes albopictus,35046,unpublished,point,-999,23.05,120.25,2007,Taiwan,TWN,886,
Aedes albopictus,35068,unpublished,point,-999,23.0,120.27,2007,Taiwan,TWN,886,
Aedes albopictus,35301,unpublished,point,-999,22.62,120.37,2007,Taiwan,TWN,886,
Aedes albopictus,35300,unpublished,point,-999,22.62,120.36,2007,Taiwan,TWN,886,
Aedes albopictus,35299,unpublished,point,-999,22.64,120.36,2007,Taiwan,TWN,886,
Aedes albopictus,35198,unpublished,point,-999,23.25,120.24,2007,Taiwan,TWN,886,
Aedes albopictus,35197,unpublished,point,-999,25.04,121.6,2007,Taiwan,TWN,886,
Aedes albopictus,35196,unpublished,point,-999,23.01,120.23,2007,Taiwan,TWN,886,
Aedes albopictus,35195,unpublished,point,-999,23.02,120.22,2007,Taiwan,TWN,886,
Aedes albopictus,35194,unpublished,point,-999,23.33,120.32,2007,Taiwan,TWN,886,
Aedes albopictus,35193,unpublished,point,-999,23.3,120.32,2007,Taiwan,TWN,886,
Aedes albopictus,35192,unpublished,point,-999,23.0,120.26,2007,Taiwan,TWN,886,
Aedes albopictus,35199,unpublished,point,-999,23.25,120.25,2007,Taiwan,TWN,886,
Aedes albopictus,35191,unpublished,point,-999,23.28,120.26,2007,Taiwan,TWN,886,
Aedes albopictus,35189,unpublished,point,-999,23.36,120.34,2007,Taiwan,TWN,886,
Aedes albopictus,35188,unpublished,point,-999,23.36,120.37,2007,Taiwan,TWN,886,
Aedes albopictus,35187,unpublished,point,-999,23.0,120.24,2007,Taiwan,TWN,886,
Aedes albopictus,35186,unpublished,point,-999,23.0,120.24,2007,Taiwan,TWN,886,
Aedes albopictus,35185,unpublished,point,-999,23.08,120.3,2007,Taiwan,TWN,886,
Aedes albopictus,35184,unpublished,point,-999,23.34,120.3,2007,Taiwan,TWN,886,
Aedes albopictus,35183,unpublished,point,-999,23.08,120.29,2007,Taiwan,TWN,886,
Aedes albopictus,35190,unpublished,point,-999,23.0,120.17,2007,Taiwan,TWN,886,
Aedes albopictus,35182,unpublished,point,-999,23.38,120.32,2007,Taiwan,TWN,886,
Aedes albopictus,35200,unpublished,point,-999,23.31,120.31,2007,Taiwan,TWN,886,
Aedes albopictus,35202,unpublished,point,-999,24.84,121.12,2007,Taiwan,TWN,886,
Aedes albopictus,35218,unpublished,point,-999,22.66,120.34,2007,Taiwan,TWN,886,
Aedes albopictus,35217,unpublished,point,-999,22.68,120.34,2007,Taiwan,TWN,886,
Aedes albopictus,35216,unpublished,point,-999,22.62,120.37,2007,Taiwan,TWN,886,
Aedes albopictus,35215,unpublished,point,-999,22.63,120.36,2007,Taiwan,TWN,886,
Aedes albopictus,35214,unpublished,point,-999,22.64,120.35,2007,Taiwan,TWN,886,
Aedes albopictus,35213,unpublished,point,-999,22.96,120.2,2007,Taiwan,TWN,886,
Aedes albopictus,35212,unpublished,point,-999,23.01,120.26,2007,Taiwan,TWN,886,
Aedes albopictus,35201,unpublished,point,-999,23.31,120.31,2007,Taiwan,TWN,886,
Aedes albopictus,35211,unpublished,point,-999,22.98,120.2,2007,Taiwan,TWN,886,
Aedes albopictus,35209,unpublished,point,-999,22.98,120.22,2007,Taiwan,TWN,886,
Aedes albopictus,35208,unpublished,point,-999,24.81,121.1,2007,Taiwan,TWN,886,
Aedes albopictus,35207,unpublished,point,-999,23.02,120.25,2007,Taiwan,TWN,886,
Aedes albopictus,35206,unpublished,point,-999,23.02,120.26,2007,Taiwan,TWN,886,
Aedes albopictus,35205,unpublished,point,-999,23.02,120.23,2007,Taiwan,TWN,886,
Aedes albopictus,35204,unpublished,point,-999,23.02,120.22,2007,Taiwan,TWN,886,
Aedes albopictus,35203,unpublished,point,-999,23.3,120.26,2007,Taiwan,TWN,886,
Aedes albopictus,35210,unpublished,point,-999,22.98,120.22,2007,Taiwan,TWN,886,
Aedes albopictus,35181,unpublished,point,-999,23.39,120.39,2007,Taiwan,TWN,886,
Aedes albopictus,35180,unpublished,point,-999,22.98,120.21,2007,Taiwan,TWN,886,
Aedes albopictus,35179,unpublished,point,-999,22.97,120.23,2007,Taiwan,TWN,886,
Aedes albopictus,35158,unpublished,point,-999,22.99,120.23,2007,Taiwan,TWN,886,
Aedes albopictus,35157,unpublished,point,-999,23.03,120.42,2007,Taiwan,TWN,886,
Aedes albopictus,35156,unpublished,point,-999,23.29,120.3,2007,Taiwan,TWN,886,
Aedes albopictus,35155,unpublished,point,-999,23.23,120.3,2007,Taiwan,TWN,886,
Aedes albopictus,35154,unpublished,point,-999,23.04,120.22,2007,Taiwan,TWN,886,
Aedes albopictus,35153,unpublished,point,-999,23.22,120.35,2007,Taiwan,TWN,886,
Aedes albopictus,35152,unpublished,point,-999,23.07,120.22,2007,Taiwan,TWN,886,
Aedes albopictus,35159,unpublished,point,-999,22.99,120.23,2007,Taiwan,TWN,886,
Aedes albopictus,35151,unpublished,point,-999,22.97,120.19,2007,Taiwan,TWN,886,
Aedes albopictus,35149,unpublished,point,-999,23.05,120.18,2007,Taiwan,TWN,886,
Aedes albopictus,35148,unpublished,point,-999,23.01,120.2,2007,Taiwan,TWN,886,
Aedes albopictus,35147,unpublished,point,-999,25.13,121.76,2007,Taiwan,TWN,886,
Aedes albopictus,35146,unpublished,point,-999,23.06,120.18,2007,Taiwan,TWN,886,
Aedes albopictus,35145,unpublished,point,-999,23.16,120.28,2007,Taiwan,TWN,886,
Aedes albopictus,35144,unpublished,point,-999,23.14,120.27,2007,Taiwan,TWN,886,
Aedes albopictus,35143,unpublished,point,-999,23.15,120.27,2007,Taiwan,TWN,886,
Aedes albopictus,35150,unpublished,point,-999,23.07,120.17,2007,Taiwan,TWN,886,
Aedes albopictus,35160,unpublished,point,-999,23.31,120.36,2007,Taiwan,TWN,886,
Aedes albopictus,35161,unpublished,point,-999,23.12,120.36,2007,Taiwan,TWN,886,
Aedes albopictus,35162,unpublished,point,-999,23.33,120.41,2007,Taiwan,TWN,886,
Aedes albopictus,35178,unpublished,point,-999,23.09,120.33,2007,Taiwan,TWN,886,
Aedes albopictus,35177,unpublished,point,-999,23.1,120.29,2007,Taiwan,TWN,886,
Aedes albopictus,35176,unpublished,point,-999,23.37,120.43,2007,Taiwan,TWN,886,
Aedes albopictus,35175,unpublished,point,-999,23.38,120.45,2007,Taiwan,TWN,886,
Aedes albopictus,35174,unpublished,point,-999,22.99,120.21,2007,Taiwan,TWN,886,
Aedes albopictus,35173,unpublished,point,-999,23.33,120.43,2007,Taiwan,TWN,886,
Aedes albopictus,35172,unpublished,point,-999,23.1,120.36,2007,Taiwan,TWN,886,
Aedes albopictus,35171,unpublished,point,-999,23.11,120.34,2007,Taiwan,TWN,886,
Aedes albopictus,35170,unpublished,point,-999,23.3,120.38,2007,Taiwan,TWN,886,
Aedes albopictus,35169,unpublished,point,-999,23.33,120.4,2007,Taiwan,TWN,886,
Aedes albopictus,35168,unpublished,point,-999,23.37,120.46,2007,Taiwan,TWN,886,
Aedes albopictus,35167,unpublished,point,-999,22.96,120.23,2007,Taiwan,TWN,886,
Aedes albopictus,35166,unpublished,point,-999,23.03,120.22,2007,Taiwan,TWN,886,
Aedes albopictus,35140,unpublished,point,-999,23.05,120.41,2007,Taiwan,TWN,886,
Aedes albopictus,35165,unpublished,point,-999,23.12,120.37,2007,Taiwan,TWN,886,
Aedes albopictus,35164,unpublished,point,-999,23.31,120.42,2007,Taiwan,TWN,886,
Aedes albopictus,35163,unpublished,point,-999,23.32,120.39,2007,Taiwan,TWN,886,
Aedes albopictus,35219,unpublished,point,-999,22.2,120.75,2007,Taiwan,TWN,886,
Aedes albopictus,35220,unpublished,point,-999,22.62,120.35,2007,Taiwan,TWN,886,
Aedes albopictus,35221,unpublished,point,-999,22.63,120.35,2007,Taiwan,TWN,886,
Aedes albopictus,35222,unpublished,point,-999,22.76,120.28,2007,Taiwan,TWN,886,
Aedes albopictus,35277,unpublished,point,-999,22.88,120.33,2007,Taiwan,TWN,886,
Aedes albopictus,35276,unpublished,point,-999,22.78,120.28,2007,Taiwan,TWN,886,
Aedes albopictus,35275,unpublished,point,-999,22.77,120.28,2007,Taiwan,TWN,886,
Aedes albopictus,35274,unpublished,point,-999,22.78,120.3,2007,Taiwan,TWN,886,
Aedes albopictus,35273,unpublished,point,-999,22.79,120.3,2007,Taiwan,TWN,886,
Aedes albopictus,35272,unpublished,point,-999,22.79,120.37,2007,Taiwan,TWN,886,
Aedes albopictus,35271,unpublished,point,-999,22.76,120.35,2007,Taiwan,TWN,886,
Aedes albopictus,35278,unpublished,point,-999,22.69,120.33,2007,Taiwan,TWN,886,
Aedes albopictus,35270,unpublished,point,-999,22.64,120.37,2007,Taiwan,TWN,886,
Aedes aegypti,19929,published,point,-999,43.101859999999995,40.618588,2007,Georgia,GEO,268,
Aedes aegypti,19928,published,point,-999,43.001540000000006,41.023415,2007,Georgia,GEO,268,
Aedes albopictus,35268,unpublished,point,-999,22.64,120.35,2007,Taiwan,TWN,886,
Aedes albopictus,35267,unpublished,point,-999,23.12,120.69,2007,Taiwan,TWN,886,
Aedes albopictus,35266,unpublished,point,-999,22.93,120.64,2007,Taiwan,TWN,886,
Aedes albopictus,35265,unpublished,point,-999,22.9,120.54,2007,Taiwan,TWN,886,
Aedes albopictus,35264,unpublished,point,-999,22.64,120.37,2007,Taiwan,TWN,886,
Aedes albopictus,35269,unpublished,point,-999,22.68,120.35,2007,Taiwan,TWN,886,
Aedes albopictus,35279,unpublished,point,-999,23.06,120.7,2007,Taiwan,TWN,886,
Aedes albopictus,35280,unpublished,point,-999,22.75,120.31,2007,Taiwan,TWN,886,
Aedes albopictus,35281,unpublished,point,-999,22.62,120.35,2007,Taiwan,TWN,886,
Aedes albopictus,35298,unpublished,point,-999,22.54,120.4,2007,Taiwan,TWN,886,
Aedes albopictus,35297,unpublished,point,-999,24.8,121.2,2007,Taiwan,TWN,886,
Aedes albopictus,35296,unpublished,point,-999,22.63,120.35,2007,Taiwan,TWN,886,
Aedes albopictus,35295,unpublished,point,-999,22.95,120.5,2007,Taiwan,TWN,886,
Aedes albopictus,35294,unpublished,point,-999,22.93,120.51,2007,Taiwan,TWN,886,
Aedes albopictus,35293,unpublished,point,-999,22.68,120.3,2007,Taiwan,TWN,886,
Aedes albopictus,35292,unpublished,point,-999,22.74,120.43,2007,Taiwan,TWN,886,
Aedes albopictus,35291,unpublished,point,-999,22.5,120.39,2007,Taiwan,TWN,886,
Aedes albopictus,35290,unpublished,point,-999,22.84,120.46,2007,Taiwan,TWN,886,
Aedes albopictus,35289,unpublished,point,-999,22.63,120.43,2007,Taiwan,TWN,886,
Aedes albopictus,35288,unpublished,point,-999,22.78,120.26,2007,Taiwan,TWN,886,
Aedes albopictus,35287,unpublished,point,-999,22.91,120.22,2007,Taiwan,TWN,886,
Aedes albopictus,35286,unpublished,point,-999,22.79,120.35,2007,Taiwan,TWN,886,
Aedes albopictus,35285,unpublished,point,-999,22.69,120.36,2007,Taiwan,TWN,886,
Aedes albopictus,35284,unpublished,point,-999,22.65,120.31,2007,Taiwan,TWN,886,
Aedes albopictus,35283,unpublished,point,-999,22.96,120.29,2007,Taiwan,TWN,886,
Aedes albopictus,35282,unpublished,point,-999,22.58,120.39,2007,Taiwan,TWN,886,
Aedes albopictus,35263,unpublished,point,-999,22.59,120.33,2007,Taiwan,TWN,886,
Aedes albopictus,34989,unpublished,point,-999,23.03,120.45,2007,Taiwan,TWN,886,
Aedes albopictus,35262,unpublished,point,-999,22.91,120.22,2007,Taiwan,TWN,886,
Aedes albopictus,35260,unpublished,point,-999,22.64,120.41,2007,Taiwan,TWN,886,
Aedes albopictus,35238,unpublished,point,-999,22.61,120.35,2007,Taiwan,TWN,886,
Aedes albopictus,35237,unpublished,point,-999,22.68,120.37,2007,Taiwan,TWN,886,
Aedes albopictus,35236,unpublished,point,-999,22.69,120.32,2007,Taiwan,TWN,886,
Aedes albopictus,35235,unpublished,point,-999,22.6,120.35,2007,Taiwan,TWN,886,
Aedes albopictus,35234,unpublished,point,-999,22.62,120.35,2007,Taiwan,TWN,886,
Aedes albopictus,35233,unpublished,point,-999,22.62,120.35,2007,Taiwan,TWN,886,
Aedes albopictus,35232,unpublished,point,-999,23.0,120.21,2007,Taiwan,TWN,886,
Aedes albopictus,35239,unpublished,point,-999,22.62,120.37,2007,Taiwan,TWN,886,
Aedes albopictus,35231,unpublished,point,-999,22.97,120.21,2007,Taiwan,TWN,886,
Aedes albopictus,35229,unpublished,point,-999,22.98,120.22,2007,Taiwan,TWN,886,
Aedes albopictus,35228,unpublished,point,-999,22.42,120.71,2007,Taiwan,TWN,886,
